Geography Code,LGD2014_nm,Area_ha,Perim_km,Geography,All usual residents,"Area (hectares)
[note 1, 2]",Population density (number of usual residents per hectare)
N20002224,Fermanagh and Omagh,3677.75,29.51,Mid_Tyrone_A3,565,3677.75,0.1536266982037817
N20002225,Fermanagh and Omagh,3295.7,29.58,Mid_Tyrone_B2,470,3295.7,0.1426102594314487
N20002226,Fermanagh and Omagh,4910.27,42.52,Mid_Tyrone_B3,694,4910.27,0.14133644253916716
N20002227,Fermanagh and Omagh,997.52,16.56,Mid_Tyrone_B4,436,997.52,0.4370835633518817
N20002228,Fermanagh and Omagh,2389.16,26.65,Mid_Tyrone_A4,518,2389.16,0.21681245099815064
N20002229,Fermanagh and Omagh,1428.02,18.53,Mid_Tyrone_B5,433,1428.02,0.30321668180326167
N20002230,Fermanagh and Omagh,802.16,14.24,Mid_Tyrone_B6,436,802.16,0.5435349804997647
N20002231,Fermanagh and Omagh,3293.7,33.55,Mid_Tyrone_A5,756,3293.7,0.22952921883744862
N20002232,Fermanagh and Omagh,1176.89,17.53,Mid_Tyrone_D1,424,1176.89,0.3602705360891771
N20002233,Fermanagh and Omagh,313.36,12.25,Mid_Tyrone_C1,633,313.36,2.0200441053862375
N20002234,Fermanagh and Omagh,1148.18,15.52,Mid_Tyrone_D2,471,1148.18,0.41021494314920914
N20002235,Fermanagh and Omagh,823.82,12.46,Mid_Tyrone_D3,537,823.82,0.6518424831847663
N20002236,Fermanagh and Omagh,96.14,5.72,Mid_Tyrone_C2,683,96.14,7.104032644297235
N20002237,Fermanagh and Omagh,574.56,11.81,Mid_Tyrone_E1,751,574.56,1.307078314251834
N20002238,Fermanagh and Omagh,18.65,2.27,Mid_Tyrone_C3,662,18.65,35.49109795997416
N20002239,Fermanagh and Omagh,1611.24,19.16,Mid_Tyrone_D4,658,1611.24,0.40838138015859465
N20002240,Fermanagh and Omagh,2408.92,23.29,Mid_Tyrone_E2,655,2408.92,0.27190655772569516
N20002241,Fermanagh and Omagh,61.2,3.98,Mid_Tyrone_E3,340,61.2,5.55544102163326
N20002242,Fermanagh and Omagh,1479.38,20.97,Mid_Tyrone_D5,671,1479.38,0.45356829585602504
N20002243,Fermanagh and Omagh,1407.03,19.33,Mid_Tyrone_E4,495,1407.03,0.35180460034956534
N20002244,Fermanagh and Omagh,970.09,17.76,Mid_Tyrone_G1,477,970.09,0.4917063113936533
N20002245,Fermanagh and Omagh,1598.77,26.32,Mid_Tyrone_F1,681,1598.77,0.4259517473911098
N20002246,Fermanagh and Omagh,1961.85,26.85,Mid_Tyrone_F2,545,1961.85,0.27779948139456917
N20002247,Fermanagh and Omagh,122.7,5.97,Mid_Tyrone_G2,612,122.7,4.987849722169932
N20002248,Fermanagh and Omagh,3578.53,33.52,Mid_Tyrone_E5,836,3578.53,0.23361523077438173
N20002249,Fermanagh and Omagh,1496.58,21.36,Mid_Tyrone_F3,588,1496.58,0.39289646549707546
N20002250,Fermanagh and Omagh,1627.83,18.52,Mid_Tyrone_G3,508,1627.83,0.3120715986706725
N20002251,Fermanagh and Omagh,1989.86,25.41,Mid_Tyrone_G4,523,1989.86,0.2628324056613863
N20002252,Lisburn and Castlereagh,8.36,1.19,Downshire_West_A1,535,8.36,63.967552006760826
N20002253,Lisburn and Castlereagh,10.43,1.64,Downshire_West_A2,296,10.43,28.36792662303322
N20002254,Lisburn and Castlereagh,13.83,1.49,Downshire_West_A3,486,13.83,35.14219778337977
N20002255,Lisburn and Castlereagh,16.72,2.1,Downshire_West_A4,274,16.72,16.39244368043783
N20002256,Lisburn and Castlereagh,45.81,3.4,Downshire_West_A5,438,45.81,9.562155024234677
N20002257,Lisburn and Castlereagh,191.54,7.43,Downshire_West_A6,629,191.54,3.2838902850025136
N20002258,Lisburn and Castlereagh,274.01,9.62,Downshire_West_B1,583,274.01,2.1276384658346084
N20002259,Lisburn and Castlereagh,289.7,9.03,Downshire_West_B2,493,289.7,1.7017586141957994
N20002260,Lisburn and Castlereagh,660.03,16.85,Downshire_West_B3,536,660.03,0.8120860195882907
N20002261,Lisburn and Castlereagh,325.32,7.08,Downshire_West_B4,480,325.32,1.475463369288923
N20002262,Lisburn and Castlereagh,29.49,2.39,Downshire_West_C1,484,29.49,16.413836049311964
N20002263,Lisburn and Castlereagh,19.78,2.42,Downshire_West_D1,424,19.78,21.435718109339174
N20002264,Lisburn and Castlereagh,13.48,1.6,Downshire_West_C2,510,13.48,37.841081228955574
N20002265,Lisburn and Castlereagh,9.49,1.55,Downshire_West_D2,260,9.49,27.384922243114282
N20002266,Lisburn and Castlereagh,22.54,2.75,Downshire_West_C3,525,22.54,23.28815464484216
N20002267,Lisburn and Castlereagh,8.1,1.19,Downshire_West_D3,305,8.1,37.673183337548274
N20002268,Lisburn and Castlereagh,2340.72,40.2,Downshire_West_G1,1076,2340.72,0.4596882544207733
N20002269,Lisburn and Castlereagh,13.58,1.52,Downshire_West_E1,630,13.58,46.391936801477044
N20002270,Lisburn and Castlereagh,5.97,1.33,Downshire_West_D4,249,5.97,41.70014720756365
N20002271,Lisburn and Castlereagh,16.52,1.96,Downshire_West_D5,452,16.52,27.36681798482644
N20002272,Lisburn and Castlereagh,14.66,2.03,Downshire_West_D6,542,14.66,36.9673528725878
N20002273,Lisburn and Castlereagh,22.84,2.76,Downshire_West_C4,541,22.84,23.684623543811163
N20002274,Lisburn and Castlereagh,22.15,2.73,Downshire_West_E2,512,22.15,23.119052068024608
N20002275,Lisburn and Castlereagh,14.04,1.77,Downshire_West_C5,599,14.04,42.676468972036176
N20002276,Lisburn and Castlereagh,624.56,14.2,Downshire_West_G2,492,624.56,0.7877597683543747
N20002277,Lisburn and Castlereagh,852.54,14.17,Downshire_West_B5,707,852.54,0.8292861972560636
N20002278,Lisburn and Castlereagh,11.14,1.62,Downshire_West_F1,385,11.14,34.56730189512642
N20002279,Lisburn and Castlereagh,17.99,1.94,Downshire_West_F2,251,17.99,13.955754717455765
N20002280,Lisburn and Castlereagh,10.73,1.82,Downshire_West_F3,439,10.73,40.90641776664247
N20002281,Lisburn and Castlereagh,83.3,4.61,Downshire_West_E3,651,83.3,7.815185630055429
N20002282,Lisburn and Castlereagh,8.54,1.53,Downshire_West_F4,420,8.54,49.197820262151
N20002283,Lisburn and Castlereagh,26.35,2.56,Downshire_West_F5,218,26.35,8.273740549027288
N20002284,Lisburn and Castlereagh,1740.16,25.52,Downshire_West_G3,838,1740.16,0.48156467063239405
N20002285,Lisburn and Castlereagh,1297.23,19.64,Downshire_West_G4,542,1297.23,0.4178122778689214
N20002286,Lisburn and Castlereagh,780.51,15.76,Downshire_West_G5,387,780.51,0.4958297111813983
N20002287,Lisburn and Castlereagh,1014.95,20.13,Killultagh_B1,531,1014.95,0.523179007845654
N20002288,Lisburn and Castlereagh,97.59,4.5,Killultagh_A1,893,97.59,9.150124933236016
N20002289,Lisburn and Castlereagh,3000.98,33.58,Killultagh_B2,904,3000.98,0.30123467707220664
N20002290,Lisburn and Castlereagh,31.44,2.25,Killultagh_A2,484,31.44,15.39256993253926
N20002291,Lisburn and Castlereagh,17.55,2.21,Killultagh_A3,384,17.55,21.886309795524305
N20002292,Lisburn and Castlereagh,14.39,1.77,Killultagh_A4,681,14.39,47.337196239799894
N20002293,Lisburn and Castlereagh,702.24,11.79,Killultagh_C1,514,702.24,0.7319394379553734
N20002294,Lisburn and Castlereagh,1051.06,13.79,Killultagh_C2,512,1051.06,0.4871290376422388
N20002295,Lisburn and Castlereagh,1217.9,23.6,Killultagh_C3,625,1217.9,0.5131787703186048
N20002296,Lisburn and Castlereagh,527.31,10.03,Killultagh_B3,720,527.31,1.3654269958321796
N20002297,Lisburn and Castlereagh,1435.84,20.38,Killultagh_B4,572,1435.84,0.3983731850824588
N20002298,Lisburn and Castlereagh,815.12,19.61,Killultagh_C4,465,815.12,0.570466111209352
N20002299,Lisburn and Castlereagh,538.89,10.75,Killultagh_C5,502,538.89,0.9315452648707024
N20002300,Lisburn and Castlereagh,14.36,2.22,Killultagh_F1,580,14.36,40.377595459759426
N20002301,Lisburn and Castlereagh,498.99,11.69,Killultagh_G1,333,498.99,0.6673537269185342
N20002302,Lisburn and Castlereagh,785.5,13.36,Killultagh_G2,467,785.5,0.5945224835180845
N20002303,Lisburn and Castlereagh,262.99,7.6,Killultagh_F2,556,262.99,2.114117170862542
N20002304,Lisburn and Castlereagh,401.72,10.89,Killultagh_F3,379,401.72,0.9434411224316022
N20002305,Lisburn and Castlereagh,24.13,2.81,Killultagh_D1,564,24.13,23.36986366322202
N20002306,Lisburn and Castlereagh,15.72,2.51,Killultagh_D2,585,15.72,37.20579690487716
N20002307,Lisburn and Castlereagh,8.47,1.41,Killultagh_D3,341,8.47,40.24423074376458
N20002308,Lisburn and Castlereagh,6.06,1.14,Killultagh_E1,496,6.06,81.84667186789571
N20002309,Lisburn and Castlereagh,27.65,3.66,Killultagh_E2,567,27.65,20.505037728747357
N20002310,Lisburn and Castlereagh,26.9,3.2,Killultagh_D4,781,26.9,29.03358185138217
N20002311,Lisburn and Castlereagh,871.78,14.16,Killultagh_G3,428,871.78,0.49095169553519247
N20002312,Lisburn and Castlereagh,11.28,1.69,Killultagh_E3,582,11.28,51.61159137300706
N20002313,Lisburn and Castlereagh,7.73,1.35,Killultagh_E4,531,7.73,68.66654291731446
N20002314,Lisburn and Castlereagh,3.5,0.85,Killultagh_E5,302,3.5,86.19883703181831
N20002315,Lisburn and Castlereagh,6.11,1.3,Killultagh_E6,434,6.11,71.05924814605444
N20002316,Lisburn and Castlereagh,5.32,1.1,Killultagh_E7,331,5.32,62.182800034970995
N20002317,Lisburn and Castlereagh,103.09,5.38,Killultagh_C6,595,103.09,5.771675495988138
N20002318,Lisburn and Castlereagh,900.17,14.39,Killultagh_G4,840,900.17,0.9331561990416917
N20002319,Lisburn and Castlereagh,702.05,14.3,Killultagh_F4,736,702.05,1.048362086490351
N20002320,Lisburn and Castlereagh,14.6,1.98,Killultagh_H1,748,14.6,51.232189972192806
N20002321,Lisburn and Castlereagh,9.53,1.75,Killultagh_H2,560,9.53,58.77106951244448
N20002322,Lisburn and Castlereagh,20.94,2.12,Killultagh_H3,644,20.94,30.759669118149308
N20002323,Lisburn and Castlereagh,13.8,1.8,Killultagh_H4,623,13.8,45.135162934248335
N20002324,Lisburn and Castlereagh,881.77,15.32,Killultagh_G5,666,881.77,0.7552981939212772
N20002325,Lisburn and Castlereagh,34.06,3.76,Killultagh_H5,557,34.06,16.355700626260415
N20002326,Lisburn and Castlereagh,10.61,1.44,Lisburn_South_A1,574,10.61,54.11872703725459
N20002327,Lisburn and Castlereagh,12.84,1.73,Lisburn_South_A2,369,12.84,28.72792647737002
N20002328,Lisburn and Castlereagh,11.37,1.44,Lisburn_South_A3,480,11.37,42.21513792379629
N20002329,Lisburn and Castlereagh,16.74,1.94,Lisburn_South_B1,657,16.74,39.238222247362586
N20002330,Lisburn and Castlereagh,16.23,2.04,Lisburn_South_C1,525,16.23,32.34067790628171
N20002331,Lisburn and Castlereagh,5.02,0.94,Lisburn_South_C2,407,5.02,80.99891916180634
N20002332,Lisburn and Castlereagh,13.48,2.03,Lisburn_South_B2,628,13.48,46.58333640161501
N20002333,Lisburn and Castlereagh,10.04,2.08,Lisburn_South_C3,387,10.04,38.54163980703814
N20002334,Lisburn and Castlereagh,8.75,1.52,Lisburn_South_B3,709,8.75,81.00759588920795
N20002335,Lisburn and Castlereagh,6.74,1.26,Lisburn_South_B4,465,6.74,69.0001984890426
N20002336,Lisburn and Castlereagh,11.62,1.75,Lisburn_South_E1,650,11.62,55.93570706430804
N20002337,Lisburn and Castlereagh,25.94,2.28,Lisburn_South_C4,474,25.94,18.27339534732098
N20002338,Lisburn and Castlereagh,8.24,1.54,Lisburn_South_C5,258,8.24,31.307587325155467
N20002339,Lisburn and Castlereagh,7.58,1.19,Lisburn_South_C6,429,7.58,56.627393502834586
N20002340,Lisburn and Castlereagh,5.79,1.0,Lisburn_South_D1,231,5.79,39.867963189805415
N20002341,Lisburn and Castlereagh,15.97,2.02,Lisburn_South_D2,533,15.97,33.36699166892131
N20002342,Lisburn and Castlereagh,72.35,4.99,Lisburn_South_G1,503,72.35,6.952527749854135
N20002343,Lisburn and Castlereagh,6.36,1.35,Lisburn_South_C7,358,6.36,56.25730495477143
N20002344,Lisburn and Castlereagh,15.13,1.94,Lisburn_South_E2,614,15.13,40.58907016370239
N20002345,Lisburn and Castlereagh,8.08,1.44,Lisburn_South_D3,374,8.08,46.2662035540016
N20002346,Lisburn and Castlereagh,7.29,1.58,Lisburn_South_F1,380,7.29,52.1343323548539
N20002347,Lisburn and Castlereagh,11.72,1.72,Lisburn_South_D4,531,11.72,45.295681399316294
N20002348,Lisburn and Castlereagh,10.23,2.03,Lisburn_South_D5,412,10.23,40.29052815421547
N20002349,Lisburn and Castlereagh,10.1,1.81,Lisburn_South_E3,657,10.1,65.03042798856826
N20002350,Lisburn and Castlereagh,10.61,1.71,Lisburn_South_F2,496,10.61,46.762617803139804
N20002351,Lisburn and Castlereagh,10.23,1.47,Lisburn_South_G2,671,10.23,65.61720661506384
N20002352,Lisburn and Castlereagh,20.73,2.35,Lisburn_South_F3,508,20.73,24.507802292718836
N20002353,Lisburn and Castlereagh,40.08,3.34,Lisburn_South_E4,823,40.08,20.532664680413482
N20002354,Lisburn and Castlereagh,7.49,1.17,Lisburn_South_H1,311,7.49,41.49532409159268
N20002355,Lisburn and Castlereagh,8.03,1.51,Lisburn_South_H2,490,8.03,61.00773281753755
N20002356,Lisburn and Castlereagh,10.54,1.76,Lisburn_South_J1,476,10.54,45.180011836708644
N20002357,Lisburn and Castlereagh,7.69,1.52,Lisburn_South_H3,432,7.69,56.171445263608675
N20002358,Lisburn and Castlereagh,15.12,2.11,Lisburn_South_E5,368,15.12,24.331980309876432
N20002359,Lisburn and Castlereagh,3.57,0.92,Lisburn_South_H4,224,3.57,62.801256546504725
N20002360,Lisburn and Castlereagh,14.51,1.84,Lisburn_South_E6,498,14.51,34.314046701889076
N20002361,Lisburn and Castlereagh,3.78,1.0,Lisburn_South_G3,388,3.78,102.71513129011217
N20002362,Lisburn and Castlereagh,21.86,2.8,Lisburn_South_H5,657,21.86,30.05157893391795
N20002363,Lisburn and Castlereagh,8.28,1.83,Lisburn_South_H6,513,8.28,61.99021246579483
N20002364,Lisburn and Castlereagh,267.62,9.12,Lisburn_South_G4,469,267.62,1.7524852325970641
N20002365,Lisburn and Castlereagh,7.5,1.12,Lisburn_South_K1,298,7.5,39.73413479679182
N20002366,Lisburn and Castlereagh,24.84,2.35,Lisburn_South_J2,491,24.84,19.766149581113567
N20002367,Lisburn and Castlereagh,10.64,1.62,Lisburn_South_G5,455,10.64,42.77694741883967
N20002368,Lisburn and Castlereagh,9.43,1.56,Lisburn_South_K2,511,9.43,54.17891617635731
N20002369,Lisburn and Castlereagh,10.22,1.95,Lisburn_South_G6,426,10.22,41.67513799120584
N20002370,Lisburn and Castlereagh,9.6,1.54,Lisburn_South_K3,477,9.6,49.70600629639418
N20002371,Lisburn and Castlereagh,14.81,2.01,Lisburn_South_K4,440,14.81,29.7053424540491
N20002372,Lisburn and Castlereagh,42.24,3.6,Lisburn_South_J3,690,42.24,16.33382804652304
N20002373,Lisburn and Castlereagh,12.29,1.62,Lisburn_South_J4,699,12.29,56.85960006852859
N20002374,Lisburn and Castlereagh,14.76,2.14,Lisburn_South_K5,500,14.76,33.86793576873748
N20002375,Lisburn and Castlereagh,7.96,1.19,Lisburn_South_K6,410,7.96,51.48981964821218
N20002376,Lisburn and Castlereagh,11.85,1.95,Lisburn_North_A1,226,11.85,19.063754590705976
N20002377,Lisburn and Castlereagh,16.03,3.11,Lisburn_North_B1,678,16.03,42.30396059349462
N20002378,Lisburn and Castlereagh,291.38,16.84,Lisburn_North_D1,537,291.38,1.8429735283692372
N20002379,Lisburn and Castlereagh,15.44,2.05,Lisburn_North_A2,755,15.44,48.901569222330835
N20002380,Lisburn and Castlereagh,6.86,1.22,Lisburn_North_C1,423,6.86,61.66344780181882
N20002381,Lisburn and Castlereagh,12.0,2.39,Lisburn_North_B2,459,12.0,38.25991533348656
N20002382,Lisburn and Castlereagh,10.75,1.61,Lisburn_North_C2,640,10.75,59.538113136863295
N20002383,Lisburn and Castlereagh,6.75,1.15,Lisburn_North_A3,408,6.75,60.40091837670076
N20002384,Lisburn and Castlereagh,7.43,1.24,Lisburn_North_B3,496,7.43,66.77298740800003
N20002385,Lisburn and Castlereagh,15.82,1.7,Lisburn_North_D2,617,15.82,39.00701638107825
N20002386,Lisburn and Castlereagh,113.69,7.22,Lisburn_North_C3,639,113.69,5.620531126175754
N20002387,Lisburn and Castlereagh,8.82,1.32,Lisburn_North_C4,628,8.82,71.16386763624777
N20002388,Lisburn and Castlereagh,11.26,1.76,Lisburn_North_C5,580,11.26,51.50654718807592
N20002389,Lisburn and Castlereagh,59.76,3.9,Lisburn_North_D3,565,59.76,9.45437908162328
N20002390,Lisburn and Castlereagh,12.81,1.43,Lisburn_North_E1,588,12.81,45.905585539263726
N20002391,Lisburn and Castlereagh,4.11,0.89,Lisburn_North_E2,258,4.11,62.74689192850677
N20002392,Lisburn and Castlereagh,43.5,3.42,Lisburn_North_E3,770,43.5,17.700945138272598
N20002393,Lisburn and Castlereagh,16.12,2.2,Lisburn_North_F1,572,16.12,35.488742968270444
N20002394,Lisburn and Castlereagh,7.9,1.57,Lisburn_North_F2,467,7.9,59.086815825057705
N20002395,Lisburn and Castlereagh,5.77,1.38,Lisburn_North_E4,397,5.77,68.75673220978796
N20002396,Lisburn and Castlereagh,12.18,1.69,Lisburn_North_F3,350,12.18,28.725348527530734
N20002397,Lisburn and Castlereagh,14.85,1.8,Lisburn_North_F4,476,14.85,32.04972413627302
N20002398,Lisburn and Castlereagh,8.01,1.53,Lisburn_North_F5,454,8.01,56.712783782483925
N20002399,Lisburn and Castlereagh,20.25,2.28,Lisburn_North_G1,705,20.25,34.80724757772789
N20002400,Lisburn and Castlereagh,4.98,1.04,Lisburn_North_F6,304,4.98,61.012803392829866
N20002401,Lisburn and Castlereagh,12.41,1.39,Lisburn_North_H1,402,12.41,32.385104110236746
N20002402,Lisburn and Castlereagh,6.37,1.14,Lisburn_North_F7,413,6.37,64.84941938094875
N20002403,Lisburn and Castlereagh,242.22,7.51,Lisburn_North_D4,403,242.22,1.6637467625298719
N20002404,Lisburn and Castlereagh,68.94,4.16,Lisburn_North_G2,1045,68.94,15.157741624554545
N20002405,Lisburn and Castlereagh,9.42,1.39,Lisburn_North_H2,512,9.42,54.37623068518163
N20002406,Lisburn and Castlereagh,27.35,2.46,Lisburn_North_H3,563,27.35,20.583831314447462
N20002407,Lisburn and Castlereagh,4.15,0.83,Lisburn_North_J1,251,4.15,60.483615127918746
N20002408,Lisburn and Castlereagh,13.58,1.82,Lisburn_North_G3,565,13.58,41.616807695016306
N20002409,Lisburn and Castlereagh,18.7,2.5,Lisburn_North_J2,413,18.7,22.08532866953965
N20002410,Lisburn and Castlereagh,11.83,1.88,Lisburn_North_H4,398,11.83,33.635000321164945
N20002411,Lisburn and Castlereagh,24.49,2.54,Lisburn_North_J3,590,24.49,24.09562417388127
N20002412,Lisburn and Castlereagh,18.08,2.06,Lisburn_North_G4,476,18.08,26.32594263598814
N20002413,Lisburn and Castlereagh,36.09,3.04,Lisburn_North_H5,303,36.09,8.395479073367616
N20002414,Lisburn and Castlereagh,11.64,1.86,Lisburn_North_J4,531,11.64,45.62571159067568
N20002415,Lisburn and Castlereagh,6.28,1.12,Lisburn_North_J5,442,6.28,70.40445573425731
N20002416,Lisburn and Castlereagh,12.41,1.75,Lisburn_North_G5,412,12.41,33.19259859218815
N20002417,Lisburn and Castlereagh,17.64,2.08,Lisburn_North_G6,514,17.64,29.137469742974847
N20002418,Lisburn and Castlereagh,6.27,1.23,Lisburn_North_K1,424,6.27,67.67756062543083
N20002419,Lisburn and Castlereagh,11.17,1.5,Lisburn_North_K2,278,11.17,24.899037731127017
N20002420,Lisburn and Castlereagh,19.1,2.78,Lisburn_North_K3,475,19.1,24.875294462367833
N20002421,Lisburn and Castlereagh,21.27,2.52,Lisburn_North_K4,276,21.27,12.974282608402435
N20002422,Lisburn and Castlereagh,23.61,2.73,Lisburn_North_K5,269,23.61,11.392959387850782
N20002423,Lisburn and Castlereagh,19.33,2.07,Lisburn_North_K6,502,19.33,25.97570490908265
N20002424,Lisburn and Castlereagh,148.08,6.59,Downshire_East_A1,533,148.08,3.5995212960668264
N20002425,Lisburn and Castlereagh,536.44,10.76,Downshire_East_A2,622,536.44,1.1595051203057052
N20002426,Lisburn and Castlereagh,308.58,10.02,Downshire_East_A3,460,308.58,1.4906765477677582
N20002427,Lisburn and Castlereagh,319.18,9.77,Downshire_East_A4,518,319.18,1.622891843907705
N20002428,Lisburn and Castlereagh,10.67,2.01,Downshire_East_B1,234,10.67,21.933854447736284
N20002429,Lisburn and Castlereagh,5.02,0.96,Downshire_East_B2,572,5.02,113.89807888005616
N20002430,Lisburn and Castlereagh,520.75,10.49,Downshire_East_A5,429,520.75,0.8238106527707554
N20002431,Lisburn and Castlereagh,4.67,0.98,Downshire_East_B3,438,4.67,93.70974300043933
N20002432,Lisburn and Castlereagh,10.09,1.98,Downshire_East_B4,484,10.09,47.95647990508872
N20002433,Lisburn and Castlereagh,601.47,12.4,Downshire_East_A6,434,601.47,0.7215609234432354
N20002434,Lisburn and Castlereagh,117.76,5.52,Downshire_East_A7,267,117.76,2.2673832513763847
N20002435,Lisburn and Castlereagh,24.7,2.86,Downshire_East_C1,669,24.7,27.081224569836476
N20002436,Lisburn and Castlereagh,10.85,1.61,Downshire_East_C2,451,10.85,41.57596635875132
N20002437,Lisburn and Castlereagh,23.19,3.04,Downshire_East_C3,711,23.19,30.66562728499261
N20002438,Lisburn and Castlereagh,949.52,18.53,Downshire_East_D1,476,949.52,0.5013066418939116
N20002439,Lisburn and Castlereagh,1469.24,20.87,Downshire_East_D2,765,1469.24,0.5206781149353501
N20002440,Lisburn and Castlereagh,581.99,15.19,Downshire_East_E1,644,581.99,1.1065529005284973
N20002441,Lisburn and Castlereagh,265.92,8.66,Downshire_East_E2,618,265.92,2.3240152810319716
N20002442,Lisburn and Castlereagh,1038.5,14.19,Downshire_East_D3,544,1038.5,0.523833270327783
N20002443,Lisburn and Castlereagh,22.43,2.17,Downshire_East_E3,412,22.43,18.367592924762135
N20002444,Lisburn and Castlereagh,827.98,14.99,Downshire_East_E4,576,827.98,0.6956701456859545
N20002445,Lisburn and Castlereagh,1204.7,17.72,Downshire_East_D4,582,1204.7,0.48310721266746764
N20002446,Lisburn and Castlereagh,1044.26,17.54,Downshire_East_E5,603,1044.26,0.5774447207158477
N20002447,Lisburn and Castlereagh,771.97,14.59,Downshire_East_F1,582,771.97,0.7539158932372073
N20002448,Lisburn and Castlereagh,136.62,6.05,Downshire_East_E6,485,136.62,3.5500111930082667
N20002449,Lisburn and Castlereagh,723.78,12.68,Downshire_East_F2,549,723.78,0.7585157874296682
N20002450,Lisburn and Castlereagh,361.82,8.71,Downshire_East_F3,532,361.82,1.470330199913941
N20002451,Lisburn and Castlereagh,1243.3,21.89,Downshire_East_G1,594,1243.3,0.4777602308267934
N20002452,Lisburn and Castlereagh,1128.42,17.04,Downshire_East_F4,505,1128.42,0.44752695017028504
N20002453,Lisburn and Castlereagh,598.66,10.3,Downshire_East_G2,457,598.66,0.7633764668023404
